,Participant,Number,Response difference,Response,Grid10,Interval
523,13,18,-3.0,15.0,1,15
524,14,18,-12.88888888888889,5.111111111111111,1,15
525,15,18,-12.333333333333334,5.666666666666666,1,15
526,16,18,-1.8888888888888893,16.11111111111111,1,15
527,17,18,-6.333333333333334,11.666666666666666,1,15
528,18,18,-5.666666666666666,12.333333333333334,1,15
529,19,18,-1.5555555555555536,16.444444444444446,1,15
530,20,18,-4.666666666666666,13.333333333333334,1,15
531,21,18,-8.333333333333334,9.666666666666666,1,15
532,22,18,-3.0,15.0,1,15
533,23,18,2.7777777777777786,20.77777777777778,1,15
534,24,18,-13.333333333333332,4.666666666666668,1,15
535,25,18,-12.666666666666666,5.333333333333334,1,15
536,26,18,-8.88888888888889,9.11111111111111,1,15
537,27,18,-2.0,16.0,1,15
538,28,18,-0.6666666666666643,17.333333333333336,1,15
539,29,18,-5.777777777777779,12.222222222222221,1,15
540,0,19,-3.222222222222223,15.777777777777777,1,15
541,1,19,0.6666666666666643,19.666666666666664,1,15
542,2,19,-8.222222222222221,10.777777777777779,1,15
543,3,19,-3.222222222222223,15.777777777777777,1,15
544,4,19,-1.6666666666666643,17.333333333333336,1,15
545,5,19,-6.333333333333332,12.666666666666668,1,15
546,6,19,-0.6666666666666679,18.333333333333332,1,15
547,7,19,0.0,19.0,1,15
548,8,19,-6.555555555555555,12.444444444444445,1,15
549,9,19,2.0,21.0,1,15
550,10,19,-9.0,10.0,1,15
551,11,19,-0.6666666666666679,18.333333333333332,1,15
552,12,19,-2.1111111111111107,16.88888888888889,1,15
553,13,19,-11.444444444444445,7.555555555555555,1,15
554,14,19,-9.444444444444445,9.555555555555555,1,15
555,15,19,-7.555555555555555,11.444444444444445,1,15
556,16,19,-4.222222222222221,14.777777777777779,1,15
557,17,19,-8.555555555555555,10.444444444444445,1,15
558,18,19,-1.8888888888888893,17.11111111111111,1,15
559,19,19,-4.666666666666666,14.333333333333334,1,15
560,20,19,8.666666666666668,27.666666666666668,1,15
561,21,19,-6.888888888888889,12.11111111111111,1,15
562,22,19,-4.0,15.0,1,15
563,23,19,-5.222222222222221,13.777777777777779,1,15
564,24,19,-14.22222222222222,4.77777777777778,1,15
565,25,19,-5.333333333333334,13.666666666666666,1,15
566,26,19,-8.555555555555555,10.444444444444445,1,15
567,27,19,-3.333333333333332,15.666666666666668,1,15
568,28,19,-6.777777777777779,12.222222222222221,1,15
569,29,19,-11.22222222222222,7.77777777777778,1,15
570,0,20,-3.666666666666668,16.333333333333332,2,25
571,1,20,0.2222222222222214,20.22222222222222,2,25
572,2,20,-10.333333333333334,9.666666666666666,2,25
573,3,20,0.0,20.0,2,25
574,4,20,-2.4444444444444464,17.555555555555554,2,25
575,5,20,-4.0,16.0,2,25
576,6,20,-0.3333333333333357,19.666666666666664,2,25
577,7,20,-4.0,16.0,2,25
578,8,20,-7.0,13.0,2,25
579,9,20,-3.444444444444443,16.555555555555557,2,25
580,10,20,-6.333333333333334,13.666666666666666,2,25
581,11,20,-2.8888888888888893,17.11111111111111,2,25
582,12,20,-1.7777777777777786,18.22222222222222,2,25
583,13,20,-5.888888888888889,14.11111111111111,2,25
584,14,20,-6.666666666666666,13.333333333333334,2,25
585,15,20,-0.5555555555555536,19.444444444444446,2,25
586,16,20,0.2222222222222214,20.22222222222222,2,25
587,17,20,-6.777777777777779,13.222222222222221,2,25
588,18,20,-0.1111111111111107,19.88888888888889,2,25
589,19,20,-1.8888888888888893,18.11111111111111,2,25
590,20,20,-4.0,16.0,2,25
591,21,20,-7.888888888888889,12.11111111111111,2,25
592,22,20,-4.666666666666668,15.333333333333332,2,25
593,23,20,3.666666666666668,23.666666666666668,2,25
594,24,20,-14.444444444444445,5.555555555555555,2,25
595,25,20,-2.5555555555555536,17.444444444444446,2,25
596,26,20,-5.333333333333334,14.666666666666666,2,25
597,27,20,-3.444444444444443,16.555555555555557,2,25
598,28,20,-0.5555555555555536,19.444444444444446,2,25
599,29,20,-8.0,12.0,2,25
600,0,21,-2.333333333333332,18.666666666666668,2,25
601,1,21,-1.2222222222222214,19.77777777777778,2,25
602,2,21,-9.88888888888889,11.11111111111111,2,25
603,3,21,-2.222222222222225,18.777777777777775,2,25
604,4,21,-3.888888888888889,17.11111111111111,2,25
605,5,21,-8.11111111111111,12.88888888888889,2,25
606,6,21,-0.5555555555555536,20.444444444444446,2,25
607,7,21,-3.1111111111111143,17.888888888888886,2,25
608,8,21,-6.999999999999998,14.000000000000002,2,25
609,9,21,-2.666666666666668,18.333333333333332,2,25
610,10,21,-10.555555555555555,10.444444444444445,2,25
611,11,21,2.8888888888888893,23.88888888888889,2,25
612,12,21,-0.2222222222222214,20.77777777777778,2,25
613,13,21,-6.0,15.0,2,25
614,14,21,-4.444444444444443,16.555555555555557,2,25
615,15,21,-2.0,19.0,2,25
616,16,21,-3.1111111111111143,17.888888888888886,2,25
617,17,21,-4.111111111111111,16.88888888888889,2,25
618,18,21,1.7777777777777786,22.77777777777778,2,25
619,19,21,1.1111111111111107,22.11111111111111,2,25
620,20,21,0.5555555555555571,21.555555555555557,2,25
621,21,21,-10.88888888888889,10.11111111111111,2,25
622,22,21,-6.666666666666666,14.333333333333334,2,25
623,23,21,-6.0,15.0,2,25
624,24,21,-9.88888888888889,11.11111111111111,2,25
625,25,21,-2.1111111111111107,18.88888888888889,2,25
626,26,21,-4.0,17.0,2,25
627,27,21,-0.1111111111111107,20.88888888888889,2,25
628,28,21,-1.0,20.0,2,25
629,29,21,9.666666666666664,30.666666666666664,2,25
630,0,22,-0.3333333333333321,21.666666666666668,2,25
631,1,22,-1.333333333333332,20.666666666666668,2,25
632,2,22,-11.444444444444445,10.555555555555555,2,25
633,3,22,-3.666666666666668,18.333333333333332,2,25
634,4,22,-0.3333333333333321,21.666666666666668,2,25
635,5,22,-0.3333333333333321,21.666666666666668,2,25
636,6,22,-3.333333333333332,18.666666666666668,2,25
637,7,22,-2.7777777777777786,19.22222222222222,2,25
638,8,22,-4.444444444444446,17.555555555555554,2,25
639,9,22,-4.888888888888889,17.11111111111111,2,25
640,10,22,-7.888888888888889,14.11111111111111,2,25
641,11,22,0.2222222222222214,22.22222222222222,2,25
642,12,22,-3.222222222222225,18.777777777777775,2,25
643,13,22,-2.666666666666668,19.333333333333332,2,25
644,14,22,-12.444444444444445,9.555555555555555,2,25
645,15,22,-10.11111111111111,11.88888888888889,2,25
646,16,22,0.0,22.0,2,25
647,17,22,-10.333333333333334,11.666666666666666,2,25
648,18,22,-5.777777777777779,16.22222222222222,2,25
649,19,22,0.4444444444444428,22.444444444444443,2,25
650,20,22,-9.666666666666666,12.333333333333334,2,25
651,21,22,-9.77777777777778,12.22222222222222,2,25
652,22,22,-5.777777777777779,16.22222222222222,2,25
653,23,22,2.1111111111111107,24.11111111111111,2,25
654,24,22,-10.555555555555555,11.444444444444445,2,25
655,25,22,-8.333333333333334,13.666666666666666,2,25
656,26,22,-8.666666666666666,13.333333333333334,2,25
657,27,22,-1.7777777777777786,20.22222222222222,2,25
658,28,22,-1.333333333333332,20.666666666666668,2,25
659,29,22,-11.555555555555555,10.444444444444445,2,25
660,0,23,0.5555555555555536,23.555555555555554,2,25
661,1,23,-0.7777777777777786,22.22222222222222,2,25
662,2,23,-5.444444444444446,17.555555555555554,2,25
663,3,23,-0.8888888888888893,22.11111111111111,2,25
664,4,23,-6.333333333333336,16.666666666666664,2,25
665,5,23,-8.88888888888889,14.11111111111111,2,25
666,6,23,-6.444444444444443,16.555555555555557,2,25
667,7,23,-3.444444444444443,19.555555555555557,2,25
668,8,23,-10.0,13.0,2,25
669,9,23,-4.0,19.0,2,25
670,10,23,-13.666666666666666,9.333333333333334,2,25
671,11,23,2.5555555555555536,25.555555555555554,2,25
672,12,23,-9.444444444444445,13.555555555555555,2,25
673,13,23,-6.444444444444443,16.555555555555557,2,25
674,14,23,-5.0,18.0,2,25
675,15,23,-8.333333333333334,14.666666666666666,2,25
676,16,23,-4.444444444444443,18.555555555555557,2,25
677,17,23,-8.555555555555557,14.444444444444443,2,25
678,18,23,0.5555555555555536,23.555555555555554,2,25
679,19,23,-3.222222222222221,19.77777777777778,2,25
680,20,23,-0.8888888888888893,22.11111111111111,2,25
681,21,23,-6.777777777777779,16.22222222222222,2,25
682,22,23,-2.1111111111111107,20.88888888888889,2,25
683,23,23,-0.8888888888888893,22.11111111111111,2,25
684,24,23,-11.222222222222223,11.777777777777777,2,25
685,25,23,-11.11111111111111,11.88888888888889,2,25
686,26,23,-10.11111111111111,12.88888888888889,2,25
687,27,23,-2.7777777777777786,20.22222222222222,2,25
688,28,23,-1.0,22.0,2,25
689,29,23,-2.0,21.0,2,25
690,0,24,-0.3333333333333321,23.666666666666668,2,25
691,1,24,-3.222222222222221,20.77777777777778,2,25
692,2,24,-7.111111111111111,16.88888888888889,2,25
693,3,24,-5.111111111111111,18.88888888888889,2,25
694,4,24,-9.999999999999998,14.000000000000002,2,25
695,5,24,-4.222222222222221,19.77777777777778,2,25
696,6,24,1.1111111111111107,25.11111111111111,2,25
697,7,24,-3.1111111111111107,20.88888888888889,2,25
698,8,24,-0.2222222222222214,23.77777777777778,2,25
699,9,24,-3.5555555555555536,20.444444444444446,2,25
700,10,24,-12.666666666666668,11.333333333333332,2,25
701,11,24,1.222222222222225,25.222222222222225,2,25
702,12,24,-5.0,19.0,2,25
703,13,24,-10.888888888888888,13.111111111111112,2,25
704,14,24,-8.222222222222223,15.777777777777777,2,25
705,15,24,-16.555555555555557,7.444444444444443,2,25
706,16,24,4.000000000000004,28.000000000000004,2,25
707,17,24,-4.444444444444443,19.555555555555557,2,25
708,18,24,-0.3333333333333321,23.666666666666668,2,25
709,19,24,0.4444444444444428,24.444444444444443,2,25
710,20,24,2.1111111111111143,26.111111111111114,2,25
711,21,24,-5.222222222222225,18.777777777777775,2,25
712,22,24,-3.7777777777777786,20.22222222222222,2,25
713,23,24,-1.2222222222222214,22.77777777777778,2,25
714,24,24,-14.333333333333334,9.666666666666666,2,25
715,25,24,-6.222222222222221,17.77777777777778,2,25
716,26,24,-10.77777777777778,13.22222222222222,2,25
717,27,24,-2.8888888888888893,21.11111111111111,2,25
718,28,24,-0.1111111111111107,23.88888888888889,2,25
719,29,24,-0.4444444444444464,23.555555555555554,2,25
720,0,25,3.444444444444443,28.444444444444443,2,25
721,1,25,-1.8888888888888893,23.11111111111111,2,25
722,2,25,-10.22222222222222,14.77777777777778,2,25
723,3,25,-1.4444444444444464,23.555555555555554,2,25
724,4,25,-2.8888888888888893,22.11111111111111,2,25
725,5,25,-3.444444444444443,21.555555555555557,2,25
726,6,25,0.1111111111111107,25.11111111111111,2,25
727,7,25,0.4444444444444428,25.444444444444443,2,25
728,8,25,-0.2222222222222214,24.77777777777778,2,25
729,9,25,-7.0,18.0,2,25
730,10,25,-9.444444444444445,15.555555555555555,2,25
731,11,25,-1.2222222222222214,23.77777777777778,2,25
732,12,25,-1.1111111111111107,23.88888888888889,2,25
733,13,25,-4.111111111111111,20.88888888888889,2,25
734,14,25,-2.222222222222221,22.77777777777778,2,25
735,15,25,-7.888888888888889,17.11111111111111,2,25
736,16,25,0.2222222222222249,25.222222222222225,2,25
737,17,25,-2.7777777777777786,22.22222222222222,2,25
738,18,25,-0.1111111111111107,24.88888888888889,2,25
739,19,25,-2.0,23.0,2,25
740,20,25,-8.222222222222221,16.77777777777778,2,25
741,21,25,-6.888888888888889,18.11111111111111,2,25
742,22,25,-3.1111111111111107,21.88888888888889,2,25
743,23,25,-2.8888888888888893,22.11111111111111,2,25
744,24,25,-12.88888888888889,12.11111111111111,2,25
745,25,25,1.0,26.0,2,25
746,26,25,0.7777777777777786,25.77777777777778,2,25
747,27,25,-10.0,15.0,2,25
748,28,25,0.1111111111111107,25.11111111111111,2,25
749,29,25,-10.22222222222222,14.77777777777778,2,25
750,0,26,3.4444444444444464,29.444444444444446,2,25
751,1,26,-3.1111111111111107,22.88888888888889,2,25
752,2,26,-10.222222222222223,15.777777777777777,2,25
753,3,26,-2.222222222222221,23.77777777777778,2,25
754,4,26,-3.1111111111111107,22.88888888888889,2,25
755,5,26,-7.0,19.0,2,25
756,6,26,0.5555555555555536,26.555555555555554,2,25
757,7,26,-0.8888888888888893,25.11111111111111,2,25
758,8,26,-4.666666666666664,21.333333333333336,2,25
759,9,26,-3.333333333333336,22.666666666666664,2,25
760,10,26,-9.555555555555554,16.444444444444446,2,25
761,11,26,3.777777777777775,29.777777777777775,2,25
762,12,26,-2.8888888888888893,23.11111111111111,2,25
763,13,26,-9.88888888888889,16.11111111111111,2,25
764,14,26,-3.0,23.0,2,25
765,15,26,-16.444444444444443,9.555555555555557,2,25
766,16,26,-2.7777777777777786,23.22222222222222,2,25
767,17,26,-1.8888888888888893,24.11111111111111,2,25
768,18,26,-0.2222222222222214,25.77777777777778,2,25
769,19,26,-3.0,23.0,2,25
770,20,26,-5.444444444444446,20.555555555555554,2,25
771,21,26,-6.111111111111111,19.88888888888889,2,25
772,22,26,-1.7777777777777786,24.22222222222222,2,25
773,23,26,0.7777777777777786,26.77777777777778,2,25
774,24,26,-14.77777777777778,11.22222222222222,2,25
775,25,26,-9.0,17.0,2,25
776,26,26,-5.111111111111111,20.88888888888889,2,25
777,27,26,-5.555555555555554,20.444444444444446,2,25
778,28,26,-0.4444444444444464,25.555555555555554,2,25
779,29,26,-8.111111111111114,17.888888888888886,2,25
780,0,27,0.1111111111111142,27.111111111111114,2,25
781,1,27,-0.8888888888888857,26.111111111111114,2,25
782,2,27,-10.22222222222222,16.77777777777778,2,25
783,3,27,-5.666666666666664,21.333333333333336,2,25
784,4,27,-5.222222222222225,21.777777777777775,2,25
785,5,27,-1.8888888888888893,25.11111111111111,2,25
786,6,27,-7.777777777777779,19.22222222222222,2,25
787,7,27,-1.5555555555555571,25.444444444444443,2,25
788,8,27,3.1111111111111107,30.11111111111111,2,25
789,9,27,-3.888888888888889,23.11111111111111,2,25
790,10,27,-9.77777777777778,17.22222222222222,2,25
791,11,27,4.444444444444446,31.444444444444446,2,25
792,12,27,-1.5555555555555571,25.444444444444443,2,25
793,13,27,-14.444444444444445,12.555555555555555,2,25
794,14,27,-4.555555555555557,22.444444444444443,2,25
795,15,27,-8.0,19.0,2,25
796,16,27,-1.1111111111111107,25.88888888888889,2,25
797,17,27,-2.222222222222221,24.77777777777778,2,25
798,18,27,-4.444444444444443,22.555555555555557,2,25
799,19,27,-5.555555555555557,21.444444444444443,2,25
800,20,27,-7.111111111111111,19.88888888888889,2,25
801,21,27,-4.222222222222221,22.77777777777778,2,25
802,22,27,-2.0,25.0,2,25
803,23,27,-7.888888888888889,19.11111111111111,2,25
804,24,27,-14.444444444444445,12.555555555555555,2,25
805,25,27,-4.222222222222221,22.77777777777778,2,25
806,26,27,-13.11111111111111,13.88888888888889,2,25
807,27,27,-3.333333333333332,23.666666666666668,2,25
808,28,27,0.1111111111111142,27.111111111111114,2,25
809,29,27,-16.22222222222222,10.777777777777779,2,25
810,0,28,-1.333333333333332,26.666666666666668,2,25
811,1,28,-5.111111111111111,22.88888888888889,2,25
812,2,28,-12.11111111111111,15.88888888888889,2,25
813,3,28,-4.888888888888889,23.11111111111111,2,25
814,4,28,-10.111111111111114,17.888888888888886,2,25
815,5,28,-6.777777777777779,21.22222222222222,2,25
816,6,28,-2.6666666666666643,25.333333333333336,2,25
817,7,28,-1.777777777777775,26.222222222222225,2,25
818,8,28,-8.666666666666668,19.333333333333332,2,25
819,9,28,-7.777777777777779,20.22222222222222,2,25
820,10,28,-11.666666666666668,16.333333333333332,2,25
821,11,28,1.4444444444444464,29.444444444444446,2,25
822,12,28,0.6666666666666679,28.666666666666668,2,25
823,13,28,-13.22222222222222,14.77777777777778,2,25
824,14,28,-1.8888888888888855,26.111111111111114,2,25
825,15,28,-11.11111111111111,16.88888888888889,2,25
826,16,28,-4.0,24.0,2,25
827,17,28,-2.222222222222221,25.77777777777778,2,25
828,18,28,-4.555555555555554,23.444444444444446,2,25
829,19,28,2.8888888888888893,30.88888888888889,2,25
830,20,28,-2.0,26.0,2,25
831,21,28,-7.0,21.0,2,25
832,22,28,-6.555555555555557,21.444444444444443,2,25
833,23,28,-6.777777777777779,21.22222222222222,2,25
834,24,28,-21.55555555555556,6.444444444444439,2,25
835,25,28,-6.777777777777779,21.22222222222222,2,25
836,26,28,-2.4444444444444464,25.555555555555554,2,25
837,27,28,-3.666666666666664,24.333333333333336,2,25
838,28,28,-10.555555555555554,17.444444444444446,2,25
839,29,28,-5.222222222222221,22.77777777777778,2,25
840,0,29,-3.666666666666664,25.333333333333336,2,25
841,1,29,-0.7777777777777786,28.22222222222222,2,25
842,2,29,-14.111111111111112,14.888888888888888,2,25
843,3,29,-2.8888888888888857,26.111111111111114,2,25
844,4,29,-6.222222222222221,22.77777777777778,2,25
845,5,29,-8.11111111111111,20.88888888888889,2,25
846,6,29,-6.888888888888889,22.11111111111111,2,25
847,7,29,-5.333333333333332,23.666666666666668,2,25
848,8,29,1.6666666666666643,30.666666666666664,2,25
849,9,29,0.8888888888888857,29.888888888888886,2,25
850,10,29,-11.666666666666664,17.333333333333336,2,25
851,11,29,-1.666666666666668,27.333333333333332,2,25
852,12,29,-3.552713678800501e-15,28.999999999999996,2,25
853,13,29,-10.0,19.0,2,25
854,14,29,-10.666666666666668,18.333333333333332,2,25
855,15,29,-8.666666666666668,20.333333333333332,2,25
856,16,29,-2.222222222222221,26.77777777777778,2,25
857,17,29,-1.7777777777777786,27.22222222222222,2,25
858,18,29,3.888888888888893,32.88888888888889,2,25
859,19,29,-3.333333333333336,25.666666666666664,2,25
860,20,29,-1.1111111111111107,27.88888888888889,2,25
861,21,29,-5.888888888888889,23.11111111111111,2,25
862,22,29,-8.777777777777779,20.22222222222222,2,25
863,23,29,4.333333333333329,33.33333333333333,2,25
864,24,29,-16.11111111111111,12.88888888888889,2,25
865,25,29,-8.333333333333332,20.666666666666668,2,25
866,26,29,-5.0,24.0,2,25
867,27,29,-0.9999999999999964,28.000000000000004,2,25
868,28,29,0.1111111111111107,29.11111111111111,2,25
869,29,29,-6.0,23.0,2,25
870,0,30,-4.666666666666664,25.333333333333336,3,35
871,1,30,-0.3333333333333321,29.666666666666668,3,35
872,2,30,-4.333333333333336,25.666666666666664,3,35
873,3,30,-5.555555555555557,24.444444444444443,3,35
874,4,30,-6.222222222222221,23.77777777777778,3,35
875,5,30,-4.444444444444446,25.555555555555554,3,35
876,6,30,-5.555555555555557,24.444444444444443,3,35
877,7,30,0.3333333333333357,30.333333333333336,3,35
878,8,30,-1.333333333333332,28.666666666666668,3,35
879,9,30,1.222222222222225,31.222222222222225,3,35
880,10,30,-14.444444444444445,15.555555555555555,3,35
881,11,30,1.3333333333333357,31.333333333333336,3,35
882,12,30,-1.0000000000000036,28.999999999999996,3,35
883,13,30,-9.77777777777778,20.22222222222222,3,35
884,14,30,-3.0,27.0,3,35
885,15,30,-18.333333333333336,11.666666666666664,3,35
886,16,30,-5.888888888888889,24.11111111111111,3,35
887,17,30,-3.666666666666668,26.333333333333332,3,35
888,18,30,-1.666666666666668,28.333333333333332,3,35
889,19,30,2.222222222222221,32.22222222222222,3,35
890,20,30,-0.4444444444444428,29.555555555555557,3,35
891,21,30,-14.0,16.0,3,35
892,22,30,-4.0,26.0,3,35
893,23,30,-3.8888888888888857,26.111111111111114,3,35
894,24,30,-19.444444444444443,10.555555555555557,3,35
895,25,30,-4.777777777777775,25.222222222222225,3,35
896,26,30,-3.333333333333332,26.666666666666668,3,35
897,27,30,-5.777777777777779,24.22222222222222,3,35
898,28,30,-0.2222222222222249,29.777777777777775,3,35
899,29,30,-8.333333333333332,21.666666666666668,3,35
900,0,31,-5.0,26.0,3,35
901,1,31,-1.4444444444444429,29.555555555555557,3,35
902,2,31,2.3333333333333286,33.33333333333333,3,35
903,3,31,-3.555555555555557,27.444444444444443,3,35
904,4,31,-4.666666666666668,26.333333333333332,3,35
905,5,31,-12.444444444444445,18.555555555555557,3,35
906,6,31,-6.444444444444443,24.555555555555557,3,35
907,7,31,-4.444444444444446,26.555555555555554,3,35
908,8,31,0.4444444444444464,31.444444444444446,3,35
909,9,31,-9.333333333333332,21.666666666666668,3,35
910,10,31,-5.0,26.0,3,35
911,11,31,0.6666666666666643,31.666666666666664,3,35
912,12,31,-2.333333333333332,28.666666666666668,3,35
913,13,31,-8.88888888888889,22.11111111111111,3,35
914,14,31,-3.7777777777777786,27.22222222222222,3,35
915,15,31,-11.333333333333336,19.666666666666664,3,35
916,16,31,-5.0,26.0,3,35
917,17,31,-4.666666666666668,26.333333333333332,3,35
918,18,31,-1.1111111111111145,29.888888888888886,3,35
919,19,31,-4.444444444444446,26.555555555555554,3,35
920,20,31,-9.11111111111111,21.88888888888889,3,35
921,21,31,-13.22222222222222,17.77777777777778,3,35
922,22,31,-2.666666666666668,28.333333333333332,3,35
923,23,31,-2.666666666666668,28.333333333333332,3,35
924,24,31,-12.77777777777778,18.22222222222222,3,35
925,25,31,-3.7777777777777786,27.22222222222222,3,35
926,26,31,-6.666666666666664,24.333333333333336,3,35
927,27,31,-5.222222222222221,25.77777777777778,3,35
928,28,31,-0.3333333333333357,30.666666666666664,3,35
929,29,31,-11.0,20.0,3,35
930,0,32,-0.3333333333333357,31.666666666666664,3,35
931,1,32,2.0,34.0,3,35
932,2,32,-3.222222222222221,28.77777777777778,3,35
933,3,32,-3.1111111111111143,28.888888888888886,3,35
934,4,32,-3.000000000000004,28.999999999999996,3,35
935,5,32,-6.333333333333336,25.666666666666664,3,35
936,6,32,-9.555555555555555,22.444444444444443,3,35
937,7,32,-6.777777777777775,25.222222222222225,3,35
938,8,32,-8.0,24.0,3,35
939,9,32,-13.0,19.0,3,35
940,10,32,-10.222222222222223,21.77777777777778,3,35
941,11,32,-6.444444444444446,25.555555555555554,3,35
942,12,32,-11.22222222222222,20.77777777777778,3,35
943,13,32,-10.666666666666664,21.333333333333336,3,35
944,14,32,-0.2222222222222214,31.77777777777778,3,35
945,15,32,-3.222222222222221,28.77777777777778,3,35
946,16,32,-12.77777777777778,19.22222222222222,3,35
947,17,32,-4.666666666666668,27.333333333333332,3,35
948,18,32,-9.444444444444445,22.555555555555557,3,35
949,19,32,-0.8888888888888893,31.11111111111111,3,35
950,20,32,-5.555555555555557,26.444444444444443,3,35
951,21,32,-8.555555555555554,23.444444444444446,3,35
952,22,32,-2.222222222222225,29.777777777777775,3,35
953,23,32,1.3333333333333286,33.33333333333333,3,35
954,24,32,-19.11111111111111,12.88888888888889,3,35
955,25,32,-6.444444444444446,25.555555555555554,3,35
956,26,32,-8.666666666666668,23.333333333333332,3,35
957,27,32,-3.1111111111111143,28.888888888888886,3,35
958,28,32,-0.777777777777775,31.222222222222225,3,35
959,29,32,-11.11111111111111,20.88888888888889,3,35
960,0,33,-15.111111111111114,17.888888888888886,3,35
961,1,33,-3.0,30.0,3,35
962,2,33,-1.0,32.0,3,35
963,3,33,-10.88888888888889,22.11111111111111,3,35
964,4,33,-3.666666666666668,29.333333333333332,3,35
965,5,33,-7.888888888888889,25.11111111111111,3,35
966,6,33,-0.6666666666666714,32.33333333333333,3,35
967,7,33,-1.777777777777775,31.222222222222225,3,35
968,8,33,-8.222222222222221,24.77777777777778,3,35
969,9,33,-6.555555555555557,26.444444444444443,3,35
970,10,33,-17.0,16.0,3,35
971,11,33,-0.8888888888888857,32.111111111111114,3,35
972,12,33,-8.222222222222221,24.77777777777778,3,35
973,13,33,-11.88888888888889,21.11111111111111,3,35
974,14,33,-3.0,30.0,3,35
975,15,33,-16.333333333333336,16.666666666666664,3,35
976,16,33,-3.222222222222225,29.777777777777775,3,35
977,17,33,0.7777777777777786,33.77777777777778,3,35
978,18,33,4.333333333333336,37.333333333333336,3,35
979,19,33,-3.0,30.0,3,35
980,20,33,-1.5555555555555536,31.444444444444446,3,35
981,21,33,-12.444444444444446,20.555555555555554,3,35
982,22,33,-2.0,31.0,3,35
983,23,33,0.5555555555555571,33.55555555555556,3,35
984,24,33,-20.11111111111111,12.88888888888889,3,35
985,25,33,-9.0,24.0,3,35
986,26,33,-5.444444444444443,27.555555555555557,3,35
987,27,33,-1.2222222222222214,31.77777777777778,3,35
988,28,33,-1.0,32.0,3,35
989,29,33,-16.555555555555554,16.444444444444446,3,35
990,0,34,-1.7777777777777786,32.22222222222222,3,35
991,1,34,-2.333333333333336,31.666666666666664,3,35
992,2,34,-3.222222222222225,30.777777777777775,3,35
993,3,34,-5.9999999999999964,28.000000000000004,3,35
994,4,34,-5.333333333333332,28.666666666666668,3,35
995,5,34,-9.333333333333332,24.666666666666668,3,35
996,6,34,-5.777777777777779,28.22222222222222,3,35
997,7,34,-1.5555555555555571,32.44444444444444,3,35
998,8,34,-2.8888888888888893,31.11111111111111,3,35
999,9,34,-5.333333333333332,28.666666666666668,3,35
1000,10,34,-10.444444444444446,23.555555555555554,3,35
1001,11,34,2.333333333333336,36.333333333333336,3,35
1002,12,34,-3.333333333333336,30.666666666666664,3,35
1003,13,34,-9.22222222222222,24.77777777777778,3,35
1004,14,34,-9.77777777777778,24.22222222222222,3,35
1005,15,34,-6.333333333333332,27.666666666666668,3,35
1006,16,34,-8.222222222222221,25.77777777777778,3,35
1007,17,34,-1.4444444444444429,32.55555555555556,3,35
1008,18,34,-8.555555555555557,25.444444444444443,3,35
1009,19,34,-2.4444444444444464,31.555555555555554,3,35
1010,20,34,-5.9999999999999964,28.000000000000004,3,35
1011,21,34,-11.0,23.0,3,35
1012,22,34,-3.666666666666664,30.333333333333336,3,35
1013,23,34,-5.888888888888893,28.111111111111107,3,35
1014,24,34,-15.77777777777778,18.22222222222222,3,35
1015,25,34,-8.777777777777775,25.222222222222225,3,35
1016,26,34,-6.666666666666668,27.333333333333332,3,35
1017,27,34,-4.111111111111114,29.888888888888886,3,35
1018,28,34,-0.2222222222222214,33.77777777777778,3,35
1019,29,34,-8.555555555555557,25.444444444444443,3,35
1020,0,35,-3.0,32.0,3,35
1021,1,35,-3.666666666666664,31.333333333333336,3,35
1022,2,35,-0.6666666666666643,34.333333333333336,3,35
1023,3,35,-3.777777777777775,31.222222222222225,3,35
1024,4,35,-6.333333333333332,28.666666666666668,3,35
1025,5,35,-18.555555555555557,16.444444444444443,3,35
1026,6,35,-11.555555555555554,23.444444444444446,3,35
1027,7,35,-1.8888888888888855,33.111111111111114,3,35
1028,8,35,-4.555555555555554,30.444444444444446,3,35
1029,9,35,-6.333333333333332,28.666666666666668,3,35
1030,10,35,-23.88888888888889,11.11111111111111,3,35
1031,11,35,-5.333333333333332,29.666666666666668,3,35
1032,12,35,-16.0,19.0,3,35
1033,13,35,-8.777777777777775,26.222222222222225,3,35
1034,14,35,-2.444444444444443,32.55555555555556,3,35
1035,15,35,-12.444444444444445,22.555555555555557,3,35
1036,16,35,-5.333333333333332,29.666666666666668,3,35
1037,17,35,-7.444444444444443,27.555555555555557,3,35
1038,18,35,-6.555555555555557,28.444444444444443,3,35
1039,19,35,-12.22222222222222,22.77777777777778,3,35
1040,20,35,-7.111111111111111,27.88888888888889,3,35
1041,21,35,-14.444444444444446,20.555555555555554,3,35
1042,22,35,-7.222222222222221,27.77777777777778,3,35
1043,23,35,-10.444444444444445,24.555555555555557,3,35
1044,24,35,-16.666666666666668,18.333333333333332,3,35
1045,25,35,-9.0,26.0,3,35
1046,26,35,-0.3333333333333286,34.66666666666667,3,35
1047,27,35,-2.6666666666666714,32.33333333333333,3,35
1048,28,35,-0.2222222222222214,34.77777777777778,3,35
1049,29,35,-13.0,22.0,3,35
1050,0,36,-3.333333333333336,32.666666666666664,3,35
1051,1,36,-1.0,35.0,3,35
1052,2,36,-18.555555555555557,17.444444444444443,3,35
1053,3,36,-4.0,32.0,3,35
